field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
CH 562,Jaromír Chvastek,Ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexicó 725m",NA,04/05/1991,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
CH 578,Jaromír Chvastek,Ariocarpus fissuratus,"Bermejillo, Durango, Mexicó 88m",NA,06/05/1991,NA,clcactus,"Bermejillo, Durango, Mexico",direct,25.8898063,-103.6195205
CSD 107,"Jaromír Chvastek, Roman Staník, Igor Dráb",Ariocarpus fissuratus  v. hintonii,"Mexicó : San Luis Potosí (Palmas, before Matehuala)",NA,01/05/1997,IDD112,clcactus,"Palmas, before Matehuala, San Luis Potosí, Mexico",direct,23.595880556,-100.657021111
CSD 220,"Jaromír Chvastek, Roman Staník, Igor Dráb",Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras),NA,12/05/1997,IDD229,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
CSD 245,"Jaromír Chvastek, Roman Staník, Igor Dráb",Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,14/05/1997,IDD260,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
JM 20,John Miller,Ariocarpus fissuratus,"Terlingua Ranch, Texas, USA",NA,NA,NA,clcactus,"Terlingua Ranch, Texas, USA",direct,29.4693411,-103.3760029
JM 25,John Miller,Ariocarpus fissuratus,"Mariposa Mine, Texas, USA",NA,NA,NA,clcactus,"Mariposa Mine, Texas, USA",direct,29.3182524,-103.6946325
JM 27,John Miller,Ariocarpus fissuratus,"Terlingua Ghost Town Texas, USA",NA,NA,NA,clcactus,"Terlingua Ghost Town Texas, USA",direct,29.3206607,-103.6151181
JM 38,John Miller,Ariocarpus fissuratus,"Fort Stockton East Texas, USA",NA,NA,NA,clcactus,"Fort Stockton East Texas, USA",direct,30.8953493,-102.8632018
JM 154,John Miller,Ariocarpus fissuratus,"Lajitas, Texas, USA",NA,NA,NA,clcactus,"Lajitas, Texas, USA",direct,29.26222,-103.775817
JM 155,John Miller,Ariocarpus fissuratus,"Lajitas-Terlingua Texas, USA",NA,NA,NA,clcactus,"Lajitas-Terlingua Texas, USA",direct,29.263098,-103.770187
JM 172,John Miller,Ariocarpus fissuratus,"Shafter, Texas, USA",NA,NA,NA,clcactus,"Shafter, Texas, USA",direct,29.8173646,-104.3061281
P 271,Jörg and Brigitte Piltz,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
PIL 271,Jörg and Brigitte Piltz,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
BKM 850,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus,"Mexicó : Coahuila (8 km West of Ocampo, in old quary, alt. 1485 m)",NA,2010,NA,clcactus,"8 km West of Ocampo, in old quary, alt., Coahuila, Mexico",direct,27.9656187,-102.892888915
BKM 852,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus,Mexicó : Coahuila (12 km West of Ocampo alt. 1479 m),NA,2010,NA,clcactus,"12 km West of Ocampo alt., Coahuila, Mexico",direct,27.9656187,-102.892888915
BKM 855,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus,Mexicó : Coahuila (13 km West of Ocampo alt. 1505 m),NA,2010,NA,clcactus,"13 km West of Ocampo alt., Coahuila, Mexico",direct,27.9656187,-102.892888915
BKM 857,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus,Mexicó : Coahuila (15 km West of Ocampo alt. 1510 m),NA,2010,NA,clcactus,"15 km West of Ocampo alt., Coahuila, Mexico",direct,27.9656187,-102.892888915
BKM 859,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus  LLOYDII,"Mexicó : Durango (Las Animas, 1 KM before village, alt. 1396 m)",NA,2010,NA,clcactus,"Las Animas, 1 KM before village, alt., Durango, Mexico",direct,24.154130278,-104.459520556
BKM 866,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus  LLOYDII,Mexicó : Durango (Santa Elena alt. 1889 m),NA,2010,NA,clcactus,"Santa Elena alt., Durango, Mexico",direct,23.611094722,-104.473800833
BKM 868,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus  LLOYDII,"Mexicó : Durango (Siete Zacates, behind village KM 2)",NA,2010,NA,clcactus,"Siete Zacates, behind village KM 2, Durango, Mexico",direct,24.539602222,-102.628245278
BKM 870,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus  INTERMEDIUS,"Mexicó : Coahuila (El Hundido, first canyon in letf side from quarry, alt. 843 m)",NA,2010,NA,clcactus,"El Hundido, first canyon in letf side from quarry, alt., Coahuila, Mexico",direct,26.609816389,-102.303569167
BKM 875,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus  LLOYDII,"Mexicó : Coahuila (Parras de la Fuente, 3 km behind 2 microonda, alt. 1875 m)",NA,2010,NA,clcactus,"Parras de la Fuente, 3 km behind 2 microonda, alt., Coahuila, Mexico",direct,25.470591590493,-100.975154675997
BKM 905,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus LLOYDII MAGNIFICUS,"Mexicó : Zacatecas (San Miguel I., 2 KM before village in canyon)",NA,2010,NA,clcactus,"San Miguel I., 2 KM before village in canyon, Zacatecas, Mexico",direct,22.785558889,-102.623527222
BKM 907,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus LLOYDII MAGNIFICUS,"Mexicó : Zacatecas (San Miguel II., 1 KM before village in single hill)",NA,2010,NA,clcactus,"San Miguel II., 1 KM before village in single hill, Zacatecas, Mexico",direct,22.785558889,-102.623527222
BKM 918,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus LLOYDII MAGNIFICUS,Mexicó : Zacatecas (Gallegos),NA,2010,NA,clcactus,"Gallegos, Zacatecas, Mexico",direct,24.568265,-102.0645478
BKM 919,"Josef Barcák, Miroslav Kupcák",Ariocarpus fissuratus LLOYDII MAGNIFICUS,Mexicó : Zacatecas (San Felipe),NA,2010,NA,clcactus,"San Felipe, Zacatecas, Mexico",direct,23.7889289,-103.1067644
JJH 30322,Josef Jakob Halda,Ariocarpus fissuratus,"Cuatro Cienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
JJH 30323,Josef Jakob Halda,Ariocarpus fissuratus,"North of Sierra de la Paila, Coahuila, Mexicó",NA,NA,NA,clcactus,"Sierra de la Paila, Coahuila, Mexico",direction_only,25.4214964,-100.9835202
JJH 30330,Josef Jakob Halda,Ariocarpus fissuratus  v. lloydii,"Parras de la Fuente, Coahuila, Mexicó",NA,NA,NA,clcactus,"Parras de la Fuente, Coahuila, Mexico",direct,25.4436602,-102.1782179
JJH 30331,Josef Jakob Halda,Ariocarpus fissuratus  v. lloydii,"South of Sierra de la Paila, Coahuila, Mexicó",NA,NA,NA,clcactus,"Sierra de la Paila, Coahuila, Mexico",direction_only,25.4214964,-100.9835202
JJH 30335,Josef Jakob Halda,Ariocarpus fissuratus ssp. hintonii,"Las Palmas, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Las Palmas, San Luis Potosi, Mexico",direct,21.2734969,-98.7324597
JJH 30336,Josef Jakob Halda,Ariocarpus fissuratus ssp. hintonii,"El Herrero, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"El Herrero, San Luis Potosi, Mexico",direct,23.5760188,-100.674581
JJH 30337,Josef Jakob Halda,Ariocarpus fissuratus ssp. hintonii,"Piedra Blanca, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Piedra Blanca, San Luis Potosi, Mexico",direct,23.5692228,-100.6418832
JJH 303226,Josef Jakob Halda,Ariocarpus fissuratus,"Monclova, Nuevo Leon, Mexicó",NA,NA,NA,clcactus,"Monclova, Nuevo Leon, Mexico",direct,25.8151655,-100.3969887
JJH 303309,Josef Jakob Halda,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Viesca),NA,NA,NA,clcactus,"Viesca, Coahuila, Mexico",direct,25.1900179,-102.8608673
JJH 303315,Josef Jakob Halda,Ariocarpus fissuratus  v. lloydii,"East of Saltillo, Coahuila, Mexicó",NA,NA,NA,clcactus,"Saltillo, Coahuila, Mexico",direction_only,25.4230425,-100.9927509
JJH 303317,Josef Jakob Halda,Ariocarpus fissuratus  v. lloydii,"El Hundido, Coahuila, Mexicó",NA,NA,NA,clcactus,"El Hundido, Coahuila, Mexico",direct,26.6095619,-102.3034754
JM 122,Josef Mikulas,Ariocarpus fissuratus,"Fort Stockton, Texas, USA",NA,NA,NA,clcactus,"Fort Stockton, Texas, USA",direct,30.891901,-102.883662
JO 479,Josef Odehnal,Ariocarpus fissuratus,"4km North of Hot Springs, Texas, USA",NA,21/06/09,NA,clcactus,"Hot Springs, Texas, USA",offset_adjusted,29.21364966423675,-102.9985803
ROSE 11610,Joseph Nelson Rose,Ariocarpus fissuratus,"Langtry, Texas, USA",NA,NA,NA,clcactus,"Langtry, Texas, USA",direct,29.8085361,-101.5587249
ROSE 11613,Joseph Nelson Rose,Ariocarpus fissuratus,"Langtry, Texas, USA",NA,NA,NA,clcactus,"Langtry, Texas, USA",direct,29.8085361,-101.5587249
ROSE 12241,Joseph Nelson Rose,Ariocarpus fissuratus,"Alpine, Texas, USA",NA,NA,NA,clcactus,"Alpine, Texas, USA",direct,30.3602181,-103.6628596
JS 1787,JS - gerardo.cz,Ariocarpus fissuratus,USA : Texas (S of Fort Stockton),NA,NA,NA,clcactus,"S of Fort Stockton, Texas, USA",direct,30.893943,-102.884527
JS 1795,JS - gerardo.cz,Ariocarpus fissuratus,USA : Texas (24km S of Sanderson),NA,NA,NA,clcactus,"24km S of Sanderson, Texas, USA",direct,30.1406783,-102.3969252
JS 1800,JS - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (Black Gap, SE of Big Bend, Brewter Co.)",NA,NA,NA,clcactus,"Black Gap, SE of Big Bend, Brewter Co., Texas, USA",direct,29.138405162159,-103.196722622817
JS 1803,JS - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (behined Terlingua, Brewster Co.)",NA,NA,NA,clcactus,"behined Terlingua, Brewster Co., Texas, USA",direct,29.319294,-103.606638
JS 1807,JS - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (NW of Terlingua, Brewster Co.)",NA,NA,NA,clcactus,"NW of Terlingua, Brewster Co., Texas, USA",direct,29.319294,-103.606638
JS 1823,JS - gerardo.cz,Ariocarpus fissuratus,"USA : Texas (before Bakersfield, Fort Stockton - Crocett)",NA,NA,NA,clcactus,"before Bakersfield, Fort Stockton - Crocett, Texas, USA",direct,30.893943,-102.884527
KPP 1656,Karel Pavlíček,Ariocarpus fissuratus  v. lloydii,"Mexicó : Durango (nad Rio Nazas, klasická lokalita)",NA,19/03/2011,NA,clcactus,"nad Rio Nazas, klasická lokalita, Durango, Mexico",direct,25.225906389,-104.123744722
KPP 1703,Karel Pavlíček,Ariocarpus fissuratus,Mexicó : Coahuila (Ocampo),NA,01/01/2012,NA,clcactus,"Ocampo, Coahuila, Mexico",direct,28.0529459,-102.9729103
KPP 1865,Karel Pavlíček,Ariocarpus fissuratus,"Mexicó : Coahuila (Sierra Ovejas, lok. Thel. lauserii)",NA,10/02/2015,NA,clcactus,"Sierra Ovejas, lok. Thel. lauserii, Coahuila, Mexico",direct,27.23333,-102.1
LH 390,Ladislav Horáček,Ariocarpus fissuratus,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 439,Ladislav Horáček,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 473,Ladislav Horáček,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
LH 480,Ladislav Horáček,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH 483,Ladislav Horáček,Ariocarpus fissuratus  v. bravoanus,Mexicó : San Luis Potosi (Huizache),NA,NA,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
LH 920,Ladislav Horáček,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatrocienegas),NA,28/02/1998,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
LH  1029,Ladislav Horáček,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatrocienegas),NA,2002-03,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
LH  1033,Ladislav Horáček,Ariocarpus fissuratus  loydii,Mexicó : Coahuila (Parras de la fuente),NA,2003-03,NA,clcactus,"Parras de la fuente, Coahuila, Mexico",direct,25.4436602,-102.1782179
LH 1038,Ladislav Horáček,Ariocarpus fissuratus  hintonii,Mexicó : San Luis Potosi (Matehuala),NA,2003/03,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
LH  1850,Ladislav Horáček,Ariocarpus fissuratus,Mexicó :  (Cuatrocienegas),NA,2013_12,NA,clcactus,"Cuatrocienegas, Mexico",direct,20.7606614,-103.3807731
LRM 13,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus,"Lajitas, Texas, USA",NA,22/06/09,NA,clcactus,"Lajitas, Texas, USA",direct,29.26222,-103.775817
LRM 16,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus,USA : Texas (Terlingua),NA,22/06/09,NA,clcactus,"Terlingua, Texas, USA",direct,29.321586,-103.616019
LRM 17,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus,"Dagger Flats, Texas, USA",NA,22/06/09,NA,clcactus,"Dagger Flats, Texas, USA",direct,29.4751055,-98.3663761
LRM 205,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus  v. intermedius,"Cuatrocienagas, Coahuila, Mexicó",NA,23/06/09,NA,clcactus,"Cuatrocienagas, Coahuila, Mexico",direct,26.9867564,-102.0659749
LRM 221,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus  v. intermedius,"Sierra Paila, Zona de Minas, Coahuila, Mexicó",NA,23/06/09,NA,clcactus,"Sierra Paila, Zona de Minas, Coahuila, Mexico",direct,25.901326389,-101.742601667
LRM 228,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Ariocarpus fissuratus  v. intermedius,"Estation Marte, Coahuila, Mexicó",NA,23/06/09,NA,clcactus,"Estation Marte, Coahuila, Mexico",direct,25.695818055,-101.766312222
B 15491,Lyman Benson,Ariocarpus fissuratus,"South of Alpine, Texas, USA",NA,NA,NA,clcactus,"Alpine, Texas, USA",direction_only,30.3602181,-103.6628596
BENSON 15491,Lyman Benson,Ariocarpus fissuratus,"South of Alpine, Texas, USA",NA,NA,NA,clcactus,"Alpine, Texas, USA",direction_only,30.3602181,-103.6628596
MMR 4,Milan Majer,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras),NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
MMR 4.3,Milan Majer,Ariocarpus fissuratus  v. intermedius - lloydii,Mexicó : Coahuila (Cerro Bola),NA,NA,NA,clcactus,"Cerro Bola, Coahuila, Mexico",direct,25.1407393,-101.0927131
MMR 4.4,Milan Majer,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (El Amparo),NA,NA,NA,clcactus,"El Amparo, Coahuila, Mexico",direct,26.681671944,-102.484605556
MMR 4.5,Milan Majer,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Estanque de Menchaca),NA,NA,NA,clcactus,"Estanque de Menchaca, Coahuila, Mexico",direct,27.1304675,-101.647395
MMR 4.6,Milan Majer,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Estanque de Menchaca),NA,NA,NA,clcactus,"Estanque de Menchaca, Coahuila, Mexico",direct,27.1304675,-101.647395
MMR 5,Milan Majer,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatrocienegas),NA,NA,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
MMR 5.2,Milan Majer,Ariocarpus fissuratus  v. intermedius,Mexicó : Coahuila (El Hundido),NA,NA,NA,clcactus,"El Hundido, Coahuila, Mexico",direct,26.6095619,-102.3034754
MMR 6,Milan Majer,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosi (Palmas),NA,NA,NA,clcactus,"Palmas, San Luis Potosi, Mexico",direct,23.5971795,-100.6591865
MMR 6,Milan Majer,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
MMR 9.1,Milan Majer,Ariocarpus fissuratus,Mexicó : Coahuila (West of Ocampo),NA,NA,NA,clcactus,"West of Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
MMR 9.2,Milan Majer,Ariocarpus fissuratus,"Mexicó : Coahuila (West of Ocampo,  20km West of MMR 9.1)",NA,NA,NA,clcactus,"West of Ocampo,  20km West of MMR 9.1, Coahuila, Mexico",direct,27.9656187,-102.892888915
MMR 33,Milan Majer,"Ariocarpus fissuratus  f. intermedius ""pailanus""","Mexicó : Coahuila (Est. Marté, Sierra Paila)",NA,NA,NA,clcactus,"Est. Marté, Sierra Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
MZ 27,Milan Zachar,Ariocarpus fissuratus  v. lloydii,"Sierra de Parras, Coahuila, Mexicó",NA,NA,NA,clcactus,"Sierra de Parras, Coahuila, Mexico",direct,25.375884,-100.9757705
MZ 118,Milan Zachar,Ariocarpus fissuratus  v. lloydii,"Cerro Bola, Coahuila, Mexicó",NA,NA,NA,clcactus,"Cerro Bola, Coahuila, Mexico",direct,25.1407393,-101.0927131
MZ 127,Milan Zachar,Ariocarpus fissuratus,"Cuatro Cienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
MZ 245,Milan Zachar,Ariocarpus fissuratus  f. intermedius,"Sierra de la Paila, Coahuila, Mexicó",NA,NA,NA,clcactus,"Sierra de la Paila, Coahuila, Mexico",direct,25.4214964,-100.9835202
MZ 402,Milan Zachar,Ariocarpus fissuratus  v. hintonii,"Matehuala III, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Matehuala III, San Luis Potosi, Mexico",direct,23.649299649,-100.64493502
MZ 891,Milan Zachar,Ariocarpus fissuratus  v. hintonii,"El Herrero, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"El Herrero, San Luis Potosi, Mexico",direct,23.5760188,-100.674581
MZ 913,Milan Zachar,Ariocarpus fissuratus  v. lloydii,"El Amparo, Coahuila, Mexicó",NA,NA,NA,clcactus,"El Amparo, Coahuila, Mexico",direct,26.681671944,-102.484605556
MZ 1102,Milan Zachar,Ariocarpus fissuratus  v. hintonii,"Palmas II, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Palmas II, San Luis Potosi, Mexico",direct,23.5971795,-100.6591865
MZ 1297,Milan Zachar,Ariocarpus fissuratus,"Boquillas del Carmen, Coahuila, Mexicó",NA,NA,NA,clcactus,"Boquillas del Carmen, Coahuila, Mexico",direct,29.0961296,-102.8344557
MZ 1413,Milan Zachar,Ariocarpus fissuratus  f. intermedius,Mexicó : Coahuila (Sierra de la Paila III),NA,NA,NA,clcactus,"Sierra de la Paila III, Coahuila, Mexico",direct,25.901326389,-101.742601667
MK 26.68,Miloš Kaplan,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Villa Real),NA,NA,NA,clcactus,"Villa Real, Coahuila, Mexico",direct,28.6923557,-100.58691520000001
MK 29.99,Miloš Kaplan,Ariocarpus fissuratus,"Cuatrocienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
MK 30.111,Miloš Kaplan,Ariocarpus fissuratus,"West of Cuatrocienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
MK 90.288,Miloš Kaplan,Ariocarpus fissuratus  v. hintonii,"South of Matehuala, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direction_only,23.5229037,-100.604046
MK 148.441,Miloš Kaplan,Ariocarpus fissuratus,"Jose Maria Morelos, Coahuila, Mexicó",NA,NA,NA,clcactus,"Jose Maria Morelos, Coahuila, Mexico",direct,29.1001363,-102.433734
KMR 72B,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"El Pozo, East of Viesca, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"El Pozo, East of Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
KMR 72A,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"La Pena, East of Viesca, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"La Pena, East of Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
KMR 72,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"El Amparo, East of Viesca, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"El Amparo, East of Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
KMR 76A,Miroslav Kupčák,Ariocarpus fissuratus ssp. pailanus,"Las Liebres to Sierra de la Paila, Sierra de la Paila, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Las Liebres to Sierra de la Paila, Sierra de la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
KMR 76,Miroslav Kupčák,Ariocarpus fissuratus ssp. pailanus,"Estancion Marte to Sierra de la Paila, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Estancion Marte to Sierra de la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
KMR 76B,Miroslav Kupčák,Ariocarpus fissuratus ssp. pailanus,Mexicó : Coahuila (Zona de Minas to Sierra de la Paila),NA,27/06/09,NA,clcactus,"Zona de Minas to Sierra de la Paila, Coahuila, Mexico",direct,25.901326389,-101.742601667
KMR 92C,Miroslav Kupčák,Ariocarpus fissuratus,"Ocampo to Galveston, West of Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Ocampo to Galveston, West of Ocampo, Coahuila, Mexico",direct,27.28333,-102.36667
KMR 92A,Miroslav Kupčák,Ariocarpus fissuratus,"Mexicó : Mexico (Guevara, West of Ocampo)",NA,27/06/09,NA,clcactus,"Guevara, West of Ocampo, Mexico, Mexico",direct,27.31667,-102.48333
KMR 92B,Miroslav Kupčák,Ariocarpus fissuratus,"Rancho La Puerta, West of Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Rancho La Puerta, West of Ocampo, Coahuila, Mexico",direct,27.3,-102.48333
KMR 92,Miroslav Kupčák,Ariocarpus fissuratus,"12 km west Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"12 km west Ocampo, Coahuila, Mexico",direct,26.900629559458,-101.426582339321
KMR 93,Miroslav Kupčák,Ariocarpus fissuratus,"18 km South-East of Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Ocampo, Coahuila, Mexico",offset_adjusted,27.938420157285485,-102.8433447517106
KMR 93A,Miroslav Kupčák,Ariocarpus fissuratus,"Santo Domingo, South-East Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Santo Domingo, South-East Ocampo, Coahuila, Mexico",direct,29.306198008967,-100.920035406444
KMR 93B,Miroslav Kupčák,Ariocarpus fissuratus,"Rancho El Espejo, South-East Ocampo, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Rancho El Espejo, South-East Ocampo, Coahuila, Mexico",direct,27.20775,-102.4647
KMR 94,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"Cerro Bola, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"Cerro Bola, Coahuila, Mexico",direct,25.1407393,-101.0927131
KMR 94A,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"La Virgen, North of Viesca, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"La Virgen, North of Viesca, Coahuila, Mexico",direct,27.87146,-101.11484
KMR 94B,Miroslav Kupčák,Ariocarpus fissuratus  / lloydii complex,"Emiliano Zapata, North of Viesca, Coahuila, Mexicó",NA,27/06/09,a. 'intermedius',clcactus,"Emiliano Zapata, North of Viesca, Coahuila, Mexico",direct,25.485331334865,-102.993105325379
KMR 99A,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"North-East of ast of El Capulín, Parras, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"ast of El Capulín, Parras, Coahuila, Mexico",direction_only,25.382044167,-102.242752778
KMR 99,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"Parras- in gospel mill, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Parras- in gospel mill, Coahuila, Mexico",direct,25.408415952412,-100.919707512517
KMR 99B,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"West of Abrevadero, Parras, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Abrevadero, Parras, Coahuila, Mexico",direction_only,25.4069112,-102.0646637
KMR 100,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"Estanque Menchaca, first valley/I. hill, South-West of Parras-Minschaca, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Estanque Menchaca, first valley/I. hill, South-West of Parras-Minschaca, Coahuila, Mexico",direct,25.27482,-102.30103
KMR 100A,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"Estanque Menchaca first valley/II. hill, South-West of Parras to Minschaca, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Estanque Menchaca first valley/II. hill, South-West of Parras to Minschaca, Coahuila, Mexico",direct,25.503871718,-102.114668029
KMR 101,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"Estanque Menchaca, South-West of Parras to Minschaca, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Estanque Menchaca, South-West of Parras to Minschaca, Coahuila, Mexico",direct,25.26667,-102.3
KMR 101A,Miroslav Kupčák,Ariocarpus fissuratus  v. lloydii,"Estanque Menchaca, South-West of Parras to Minschaca, Coahuila, Mexicó",NA,27/06/09,NA,clcactus,"Estanque Menchaca, South-West of Parras to Minschaca, Coahuila, Mexico",direct,25.26667,-102.3
KMR 457,Miroslav Kupčák,Ariocarpus fissuratus,Mexicó : Zacatecas (San Felipe),NA,NA,NA,clcactus,"San Felipe, Zacatecas, Mexico",direct,23.7889289,-103.1067644
